url,label
https://my-apple.com/shop,1
https://secure.verify-354.top/auth,-1
https://xn--facebok-80a.site/login-session,-1
https://apple.com/profile,1
https://apple.com/search,1
https://microsoft.com/profile,1
https://linkedin.com/main,1
https://netflix.com/watch,1
https://apple.com/watch,1
https://netflix.com/order,1
http://login.microsoft.signin-253.online/wallet/billing,-1
http://verify.account.signin-943.pw/auth,-1
https://amazon.in/docs,1
https://secure.signin-969.ga/auth,-1
http://auth.update-638.pw/auth,-1
https://my-microsoft.com/search,1
http://secure.account-920.online/account/secure,-1
http://github.io/order,1
https://amazon.in/shop,1
http://secure.secure-129.online/auth,-1
http://login.microsoft.verify-863.xyz/auth,-1
https://secure.login-158.tk/auth,-1
http://secure.billing-928.ml/secure/update,-1
https://login.microsoft.secure-612.ml/auth,-1
https://apple.com/docs,1
https://netflix.com/order,1
http://auth.bank-267.cf/account/bank,-1
http://login.microsoft.verify-673.cf/secure/billing,-1
https://auth.bank-624.info/update/secure,-1
https://amazon.in/profile,1
https://xn--80ak6aa92e.com/login-session,-1
https://xn--facebok-80a.site/login-session,-1
https://microsoft.com/docs,1
https://netflix.com/order,1
https://microsoft.com/search,1
https://my-apple.com/search,1
http://secure.bank-555.online/account/wallet,-1
https://microsoft.com/search,1
https://login.microsoft.bank-646.xyz/auth,-1
http://auth.wallet-701.info/auth,-1
https://linkedin.com/watch,1
https://github.io/docs,1
https://github.io/shop,1
https://xn--facebok-80a.com/login-session,-1
http://verify.account.account-546.cf/bank/signin,-1
https://xn--paypl-p9a.org/login-session,-1
https://github.io/shop,1
https://linkedin.com/shop,1
https://amazon.in/order,1
https://netflix.com/shop,1
https://xn--facebok-80a.com/login-session,-1
http://login.microsoft.credential-109.ml/login/secure,-1
https://microsoft.com/order,1
https://auth.billing-647.site/account/verify,-1
http://login.microsoft.login-514.ml/auth,-1
https://linkedin.com/shop,1
https://microsoft.com/watch,1
http://verify.account.billing-813.gq/update/secure,-1
http://microsoft.com/shop,1
https://netflix.com/docs,1
https://login.microsoft.update-581.ml/auth,-1
http://verify.account.login-932.tk/auth,-1
http://secure.secure-139.tk/bank/billing,-1
https://xn--facebok-80a.org/login-session,-1
http://auth.credential-698.pw/wallet/credential,-1
https://microsoft.com/order,1
https://verify.account.login-860.tk/auth,-1
https://amazon.in/watch,1
https://google.com/docs,1
https://my-microsoft.com/order,1
http://auth.credential-683.site/login/credential,-1
http://login.microsoft.login-173.cf/auth,-1
http://verify.account.update-929.xyz/verify/bank,-1
http://login.microsoft.secure-983.cf/auth,-1
https://github.io/profile,1
https://my-apple.com/profile,1
https://my-github.io/shop,1
https://my-netflix.com/main,1
https://my-netflix.com/order,1
https://xn--gogle-p9a.org/login-session,-1
https://netflix.com/search,1
https://google.com/main,1
http://secure.update-640.top/auth,-1
https://secure.wallet-487.ml/auth,-1
https://xn--instgram-49a.site/login-session,-1
https://google.com/watch,1
https://linkedin.com/search,1
https://google.com/shop,1
http://login.microsoft.wallet-587.xyz/bank/update,-1
http://verify.account.wallet-693.pw/billing/verify,-1
http://secure.wallet-467.top/auth,-1
https://amazon.in/watch,1
https://auth.signin-440.shop/signin/update,-1
http://verify.account.credential-519.site/verify/update,-1
http://verify.account.secure-514.ml/auth,-1
https://xn--80ak6aa92e.com/login-session,-1
https://xn--paypl-p9a.org/login-session,-1
http://verify.account.signin-501.ml/auth,-1
https://apple.com/docs,1
https://my-google.com/watch,1
https://login.microsoft.bank-477.xyz/auth,-1
https://xn--paypl-p9a.site/login-session,-1
https://verify.account.secure-260.ga/credential/bank,-1
http://secure.verify-472.shop/auth,-1
https://secure.login-464.pw/verify/credential,-1
http://login.microsoft.secure-193.pw/verify/login,-1
http://netflix.com/main,1
https://linkedin.com/profile,1
https://verify.account.bank-248.gq/auth,-1
https://netflix.com/watch,1
http://auth.signin-712.gq/auth,-1
https://apple.com/docs,1
https://xn--gogle-p9a.org/login-session,-1
http://secure.account-609.tk/auth,-1
http://verify.account.bank-140.ml/auth,-1
https://login.microsoft.login-441.tk/auth,-1
https://google.com/order,1
http://login.microsoft.wallet-916.site/verify/signin,-1
https://microsoft.com/order,1
http://login.microsoft.verify-144.info/account/wallet,-1
https://auth.account-379.gq/auth,-1
http://login.microsoft.bank-419.online/auth,-1
https://verify.account.signin-138.site/account/credential,-1
https://my-linkedin.com/watch,1
http://secure.signin-816.cf/update/signin,-1
http://verify.account.account-594.shop/login/wallet,-1
https://linkedin.com/shop,1
http://auth.credential-601.online/auth,-1
http://login.microsoft.credential-582.online/auth,-1
http://secure.account-206.pw/auth,-1
https://linkedin.com/search,1
https://netflix.com/docs,1
https://netflix.com/shop,1
https://auth.signin-737.cf/secure/verify,-1
https://netflix.com/watch,1
https://github.io/main,1
http://microsoft.com/shop,1
https://netflix.com/main,1
http://my-netflix.com/search,1
https://xn--instgram-49a.com/login-session,-1
https://xn--80ak6aa92e.site/login-session,-1
https://auth.verify-753.online/verify/update,-1
https://linkedin.com/order,1
https://amazon.in/profile,1
https://my-amazon.in/main,1
https://secure.update-894.site/account/verify,-1
https://github.io/profile,1
https://login.microsoft.credential-971.ga/billing/wallet,-1
https://netflix.com/shop,1
http://login.microsoft.wallet-328.pw/wallet/update,-1
https://login.microsoft.account-712.online/auth,-1
https://login.microsoft.secure-864.gq/auth,-1
https://my-linkedin.com/order,1
https://secure.billing-370.ga/bank/secure,-1
https://verify.account.wallet-588.shop/credential/signin,-1
http://login.microsoft.update-338.pw/verify/update,-1
https://netflix.com/watch,1
http://secure.verify-817.gq/auth,-1
http://secure.secure-303.ml/wallet/credential,-1
https://google.com/watch,1
http://auth.account-702.site/bank/secure,-1
http://login.microsoft.account-444.cf/auth,-1
https://apple.com/watch,1
https://apple.com/watch,1
http://amazon.in/order,1
https://netflix.com/main,1
https://amazon.in/search,1
http://verify.account.login-675.tk/auth,-1
http://verify.account.secure-751.top/verify/update,-1
http://verify.account.signin-538.top/auth,-1
https://github.io/order,1
http://secure.verify-344.shop/auth,-1
https://verify.account.bank-130.gq/auth,-1
https://microsoft.com/shop,1
https://netflix.com/shop,1
https://microsoft.com/watch,1
http://login.microsoft.login-556.tk/account/update,-1
https://login.microsoft.billing-491.pw/secure/billing,-1
https://xn--facebok-80a.org/login-session,-1
https://auth.login-458.gq/auth,-1
https://google.com/shop,1
http://verify.account.wallet-961.tk/wallet/bank,-1
http://auth.account-282.top/signin/secure,-1
http://auth.wallet-661.gq/bank/account,-1
https://auth.update-527.pw/auth,-1
https://apple.com/order,1
https://my-microsoft.com/profile,1
https://linkedin.com/watch,1
https://auth.login-768.tk/account/bank,-1
https://netflix.com/docs,1
http://verify.account.signin-454.xyz/auth,-1
http://secure.signin-384.ml/billing/bank,-1
http://verify.account.billing-782.ga/auth,-1
https://netflix.com/main,1
http://verify.account.wallet-676.xyz/billing/secure,-1
http://login.microsoft.account-791.pw/login/update,-1
http://auth.credential-571.ga/auth,-1
https://secure.update-295.gq/auth,-1
https://amazon.in/search,1
https://apple.com/profile,1
http://login.microsoft.signin-820.site/login/credential,-1
https://xn--gogle-p9a.net/login-session,-1
https://my-netflix.com/order,1
http://secure.bank-775.tk/account/update,-1
http://secure.secure-773.ga/secure/update,-1
http://secure.secure-386.xyz/auth,-1
https://github.io/shop,1
https://linkedin.com/profile,1
http://verify.account.billing-784.info/wallet/credential,-1
https://verify.account.secure-427.gq/login/bank,-1
http://microsoft.com/profile,1
https://secure.account-603.gq/signin/update,-1
http://auth.account-693.site/billing/wallet,-1
https://netflix.com/order,1
https://netflix.com/watch,1
https://netflix.com/order,1
http://secure.update-133.top/auth,-1
http://secure.account-625.pw/auth,-1
https://amazon.in/watch,1
https://google.com/shop,1
http://secure.verify-326.gq/auth,-1
https://netflix.com/docs,1
http://secure.login-516.ga/auth,-1
https://xn--80ak6aa92e.site/login-session,-1
https://microsoft.com/docs,1
https://xn--gogle-p9a.org/login-session,-1
http://auth.signin-843.gq/credential/account,-1
http://amazon.in/profile,1
http://auth.update-137.online/auth,-1
http://secure.signin-361.ga/credential/wallet,-1
https://secure.bank-326.site/auth,-1
http://login.microsoft.bank-254.ga/wallet/billing,-1
https://xn--instgram-49a.org/login-session,-1
http://google.com/watch,1
https://netflix.com/docs,1
http://github.io/profile,1
https://linkedin.com/shop,1
https://login.microsoft.secure-727.shop/auth,-1
https://microsoft.com/watch,1
https://my-github.io/order,1
https://github.io/search,1
https://xn--gogle-p9a.com/login-session,-1
https://apple.com/profile,1
https://amazon.in/shop,1
https://linkedin.com/main,1
https://microsoft.com/watch,1
http://secure.login-867.online/credential/wallet,-1
http://verify.account.signin-539.info/auth,-1
http://secure.bank-609.ga/verify/account,-1
http://verify.account.billing-437.top/auth,-1
https://my-linkedin.com/shop,1
https://amazon.in/main,1
https://xn--paypl-p9a.org/login-session,-1
https://xn--facebok-80a.net/login-session,-1
https://linkedin.com/main,1
https://microsoft.com/watch,1
https://linkedin.com/shop,1
https://secure.secure-310.site/auth,-1
https://apple.com/search,1
https://linkedin.com/order,1
https://auth.wallet-625.xyz/auth,-1
https://apple.com/profile,1
https://my-google.com/docs,1
https://login.microsoft.account-821.top/update/billing,-1
https://google.com/search,1
http://secure.credential-566.ml/update/secure,-1
http://auth.verify-487.tk/auth,-1
https://google.com/docs,1
http://login.microsoft.wallet-738.online/auth,-1
http://login.microsoft.account-866.gq/auth,-1
http://auth.account-675.top/auth,-1
https://github.io/search,1
http://verify.account.verify-591.online/bank/signin,-1
https://login.microsoft.update-388.tk/auth,-1
https://apple.com/search,1
http://auth.update-146.site/auth,-1
https://my-linkedin.com/profile,1
https://secure.billing-357.ga/account/login,-1
https://github.io/watch,1
https://xn--80ak6aa92e.org/login-session,-1
https://linkedin.com/search,1
https://apple.com/main,1
https://auth.credential-519.ga/auth,-1
https://secure.credential-684.site/auth,-1
http://auth.update-880.online/auth,-1
https://xn--instgram-49a.net/login-session,-1
https://netflix.com/search,1
http://login.microsoft.bank-243.gq/auth,-1
http://secure.billing-876.site/login/wallet,-1
https://github.io/docs,1
https://login.microsoft.signin-787.xyz/auth,-1
https://login.microsoft.wallet-826.tk/auth,-1
https://microsoft.com/profile,1
https://github.io/shop,1
https://xn--80ak6aa92e.site/login-session,-1
https://linkedin.com/docs,1
https://verify.account.secure-345.cf/auth,-1
http://verify.account.account-489.top/auth,-1
https://google.com/watch,1
https://my-netflix.com/search,1
https://auth.account-147.tk/auth,-1
https://my-microsoft.com/shop,1
https://auth.wallet-851.gq/auth,-1
http://verify.account.signin-238.gq/auth,-1
http://login.microsoft.wallet-105.tk/auth,-1
https://my-microsoft.com/search,1
https://verify.account.account-679.top/auth,-1
http://login.microsoft.wallet-118.tk/auth,-1
http://secure.secure-847.online/billing/bank,-1
http://secure.bank-262.top/auth,-1
https://google.com/order,1
https://auth.credential-867.gq/verify/wallet,-1
http://verify.account.wallet-591.gq/bank/wallet,-1
https://xn--instgram-49a.com/login-session,-1
https://auth.billing-307.xyz/auth,-1
https://my-linkedin.com/main,1
https://secure.verify-709.tk/credential/billing,-1
https://microsoft.com/search,1
https://my-netflix.com/watch,1
https://netflix.com/docs,1
http://verify.account.credential-295.ml/auth,-1
http://auth.credential-336.ga/auth,-1
https://linkedin.com/main,1
http://login.microsoft.secure-563.pw/update/secure,-1
https://login.microsoft.signin-230.tk/auth,-1
https://xn--80ak6aa92e.net/login-session,-1
https://xn--80ak6aa92e.net/login-session,-1
http://auth.bank-669.info/auth,-1
https://auth.bank-314.shop/wallet/credential,-1
https://my-google.com/order,1
https://verify.account.update-114.info/wallet/login,-1
http://secure.signin-854.cf/auth,-1
https://microsoft.com/shop,1
http://auth.account-749.online/wallet/billing,-1
https://google.com/docs,1
http://auth.verify-234.tk/bank/credential,-1
https://netflix.com/search,1
http://verify.account.wallet-513.xyz/wallet/login,-1
https://netflix.com/shop,1
http://login.microsoft.login-545.pw/auth,-1
https://auth.signin-865.ga/bank/secure,-1
https://verify.account.billing-969.ga/billing/account,-1
https://netflix.com/watch,1
https://my-netflix.com/main,1
https://amazon.in/watch,1
https://xn--facebok-80a.com/login-session,-1
http://auth.account-903.xyz/secure/signin,-1
https://xn--microsft-q6a.net/login-session,-1
http://secure.billing-967.shop/auth,-1
http://auth.login-859.ga/auth,-1
https://auth.bank-703.xyz/credential/signin,-1
http://auth.credential-806.cf/bank/verify,-1
https://amazon.in/profile,1
http://auth.secure-382.ml/auth,-1
http://login.microsoft.wallet-933.top/auth,-1
https://secure.credential-596.top/signin/billing,-1
https://auth.billing-355.ml/wallet/signin,-1
http://verify.account.billing-660.online/billing/login,-1
https://auth.update-340.cf/auth,-1
https://my-apple.com/profile,1
https://apple.com/main,1
https://apple.com/watch,1
https://amazon.in/main,1
http://secure.billing-176.info/auth,-1
http://auth.account-998.site/auth,-1
http://login.microsoft.bank-593.top/auth,-1
https://netflix.com/profile,1
https://microsoft.com/main,1
https://github.io/docs,1
https://microsoft.com/shop,1
https://secure.verify-655.tk/billing/login,-1
https://my-github.io/search,1
http://verify.account.verify-262.tk/secure/billing,-1
http://google.com/watch,1
https://google.com/docs,1
https://login.microsoft.signin-323.xyz/signin/bank,-1
https://xn--paypl-p9a.site/login-session,-1
http://verify.account.secure-774.site/wallet/verify,-1
https://linkedin.com/docs,1
https://secure.wallet-863.top/auth,-1
https://xn--instgram-49a.org/login-session,-1
https://auth.wallet-836.ml/auth,-1
http://google.com/profile,1
http://login.microsoft.wallet-266.site/auth,-1
https://my-microsoft.com/search,1
http://auth.wallet-220.top/auth,-1
http://secure.account-985.info/account/login,-1
https://secure.credential-820.cf/account/update,-1
https://microsoft.com/search,1
http://secure.account-915.xyz/auth,-1
https://login.microsoft.login-860.cf/signin/update,-1
https://xn--80ak6aa92e.com/login-session,-1
http://secure.update-450.cf/update/credential,-1
https://my-microsoft.com/docs,1
https://xn--80ak6aa92e.com/login-session,-1
https://amazon.in/profile,1
https://microsoft.com/docs,1
http://login.microsoft.login-680.ml/signin/credential,-1
https://verify.account.billing-929.tk/auth,-1
http://login.microsoft.credential-517.ga/auth,-1
https://login.microsoft.update-582.info/secure/login,-1
https://github.io/order,1
https://google.com/docs,1
http://verify.account.secure-797.cf/auth,-1
http://verify.account.account-684.shop/account/login,-1
https://netflix.com/search,1
https://secure.secure-949.top/account/credential,-1
https://netflix.com/docs,1
http://login.microsoft.update-420.top/account/update,-1
https://verify.account.bank-760.pw/update/wallet,-1
https://apple.com/order,1
http://github.io/order,1
http://auth.wallet-725.ga/update/verify,-1
https://verify.account.credential-419.tk/auth,-1
https://github.io/docs,1
http://verify.account.signin-722.online/auth,-1
https://xn--microsft-q6a.org/login-session,-1
https://apple.com/main,1
https://amazon.in/order,1
http://login.microsoft.update-210.online/auth,-1
https://amazon.in/order,1
https://xn--80ak6aa92e.net/login-session,-1
http://auth.account-588.online/credential/verify,-1
https://amazon.in/main,1
https://auth.wallet-415.top/wallet/signin,-1
https://login.microsoft.signin-263.site/auth,-1
https://xn--paypl-p9a.net/login-session,-1
https://my-google.com/watch,1
http://auth.wallet-655.cf/account/bank,-1
http://verify.account.verify-236.gq/auth,-1
https://xn--facebok-80a.org/login-session,-1
http://auth.billing-328.xyz/auth,-1
http://verify.account.billing-740.pw/wallet/bank,-1
https://google.com/watch,1
http://login.microsoft.login-168.tk/auth,-1
https://my-google.com/order,1
https://netflix.com/docs,1
http://auth.credential-858.online/auth,-1
https://verify.account.credential-948.info/verify/account,-1
https://my-google.com/profile,1
https://auth.credential-155.gq/auth,-1
http://login.microsoft.login-756.online/auth,-1
https://microsoft.com/order,1
https://auth.account-687.top/auth,-1
https://linkedin.com/search,1
https://apple.com/order,1
https://netflix.com/search,1
https://netflix.com/watch,1
http://login.microsoft.secure-819.pw/auth,-1
https://github.io/profile,1
http://login.microsoft.billing-264.ga/login/bank,-1
https://xn--gogle-p9a.site/login-session,-1
https://amazon.in/main,1
https://xn--gogle-p9a.org/login-session,-1
http://verify.account.secure-820.ga/secure/billing,-1
http://secure.billing-108.xyz/auth,-1
https://github.io/main,1
https://google.com/shop,1
https://linkedin.com/order,1
https://linkedin.com/watch,1
http://verify.account.secure-975.ga/secure/account,-1
https://microsoft.com/search,1
http://login.microsoft.verify-443.shop/update/bank,-1
http://auth.account-213.tk/bank/billing,-1
http://verify.account.account-410.tk/bank/update,-1
https://netflix.com/profile,1
https://amazon.in/main,1
http://auth.secure-439.pw/auth,-1
http://login.microsoft.update-573.site/auth,-1
https://netflix.com/profile,1
https://apple.com/profile,1
https://amazon.in/watch,1
https://login.microsoft.wallet-562.gq/auth,-1
https://amazon.in/main,1
https://xn--instgram-49a.net/login-session,-1
http://verify.account.billing-992.site/auth,-1
https://microsoft.com/main,1
https://my-amazon.in/shop,1
https://netflix.com/shop,1
http://secure.wallet-665.ml/auth,-1
https://microsoft.com/watch,1
https://microsoft.com/profile,1
http://auth.account-713.cf/auth,-1
https://xn--gogle-p9a.org/login-session,-1
https://verify.account.secure-598.gq/bank/credential,-1
http://secure.wallet-802.ga/auth,-1
https://my-github.io/order,1
http://login.microsoft.credential-297.top/auth,-1
https://apple.com/main,1
https://xn--facebok-80a.site/login-session,-1
https://xn--facebok-80a.site/login-session,-1
https://xn--instgram-49a.site/login-session,-1
http://login.microsoft.login-844.cf/auth,-1
http://verify.account.billing-830.info/account/wallet,-1
https://xn--gogle-p9a.net/login-session,-1
https://netflix.com/order,1
https://google.com/search,1
http://auth.secure-998.ml/login/verify,-1
http://secure.credential-338.site/auth,-1
https://linkedin.com/profile,1
http://secure.credential-169.cf/bank/credential,-1
https://my-apple.com/search,1
https://linkedin.com/watch,1
http://login.microsoft.verify-144.ml/auth,-1
https://login.microsoft.login-774.ga/auth,-1
https://verify.account.signin-254.info/billing/secure,-1
https://google.com/profile,1
https://my-microsoft.com/search,1
https://xn--instgram-49a.org/login-session,-1
https://netflix.com/docs,1
http://github.io/main,1
https://login.microsoft.billing-711.tk/bank/secure,-1
https://github.io/docs,1
https://verify.account.bank-438.cf/auth,-1
https://github.io/main,1
https://xn--facebok-80a.net/login-session,-1
http://auth.account-292.gq/auth,-1
https://github.io/profile,1
https://amazon.in/shop,1
https://xn--microsft-q6a.net/login-session,-1
https://google.com/profile,1
https://my-github.io/order,1
https://auth.wallet-315.cf/auth,-1
https://my-google.com/main,1
https://login.microsoft.update-267.info/billing/credential,-1
https://my-linkedin.com/docs,1
http://verify.account.credential-739.top/auth,-1
https://auth.account-265.tk/signin/bank,-1
https://verify.account.login-816.cf/auth,-1
http://login.microsoft.wallet-915.ga/update/account,-1
http://netflix.com/search,1
http://verify.account.secure-220.xyz/auth,-1
https://xn--microsft-q6a.net/login-session,-1
https://xn--paypl-p9a.org/login-session,-1
http://secure.verify-885.shop/auth,-1
https://apple.com/order,1
https://login.microsoft.signin-286.ml/auth,-1
http://auth.update-924.info/account/wallet,-1
https://login.microsoft.billing-711.top/billing/verify,-1
https://secure.credential-919.pw/wallet/login,-1
https://my-netflix.com/profile,1
http://verify.account.account-655.shop/account/verify,-1
https://auth.signin-697.xyz/bank/secure,-1
https://secure.bank-438.xyz/auth,-1
https://xn--instgram-49a.org/login-session,-1
http://auth.verify-462.top/auth,-1
http://verify.account.update-376.tk/auth,-1
https://auth.update-571.top/auth,-1
https://amazon.in/watch,1
https://amazon.in/search,1
https://auth.bank-601.cf/auth,-1
https://apple.com/search,1
http://login.microsoft.secure-460.online/verify/credential,-1
https://apple.com/watch,1
https://my-netflix.com/profile,1
http://auth.verify-910.tk/verify/update,-1
http://verify.account.billing-703.tk/auth,-1
https://linkedin.com/main,1
http://auth.wallet-350.site/auth,-1
http://verify.account.credential-148.top/auth,-1
https://netflix.com/profile,1
http://verify.account.account-958.shop/auth,-1
https://secure.wallet-900.ga/auth,-1
https://login.microsoft.bank-683.xyz/auth,-1
https://auth.signin-920.online/update/secure,-1
https://login.microsoft.bank-887.top/wallet/signin,-1
https://apple.com/main,1
http://verify.account.verify-570.online/signin/wallet,-1
http://verify.account.bank-316.shop/bank/wallet,-1
http://secure.account-380.info/wallet/secure,-1
http://verify.account.account-878.ml/auth,-1
https://microsoft.com/profile,1
https://xn--microsft-q6a.com/login-session,-1
https://verify.account.secure-131.shop/billing/login,-1
https://auth.verify-503.pw/auth,-1
https://xn--microsft-q6a.org/login-session,-1
https://secure.billing-237.xyz/auth,-1
https://netflix.com/main,1
http://amazon.in/shop,1
http://secure.account-851.top/verify/credential,-1
https://microsoft.com/search,1
https://apple.com/search,1
http://auth.account-552.online/login/verify,-1
http://auth.credential-549.info/account/update,-1
https://microsoft.com/docs,1
http://my-google.com/order,1
https://linkedin.com/profile,1
https://auth.bank-110.info/auth,-1
https://verify.account.account-868.online/signin/login,-1
https://verify.account.wallet-524.site/auth,-1
https://github.io/profile,1
http://login.microsoft.verify-448.info/verify/account,-1
https://login.microsoft.secure-125.info/auth,-1
https://xn--paypl-p9a.com/login-session,-1
https://microsoft.com/docs,1
http://secure.login-831.gq/auth,-1
https://xn--facebok-80a.net/login-session,-1
http://auth.update-100.cf/auth,-1
https://login.microsoft.signin-123.gq/bank/secure,-1
https://xn--facebok-80a.org/login-session,-1
http://auth.bank-728.top/billing/update,-1
http://login.microsoft.credential-298.shop/account/credential,-1
http://verify.account.billing-262.site/signin/verify,-1
http://verify.account.signin-275.gq/auth,-1
https://microsoft.com/order,1
https://netflix.com/search,1
https://my-github.io/docs,1
https://my-apple.com/search,1
https://secure.account-902.online/update/bank,-1
https://secure.signin-897.pw/billing/signin,-1
https://github.io/main,1
https://apple.com/docs,1
https://github.io/profile,1
https://my-linkedin.com/main,1
http://login.microsoft.account-431.tk/auth,-1
https://my-microsoft.com/main,1
https://my-google.com/watch,1
https://xn--80ak6aa92e.net/login-session,-1
http://login.microsoft.credential-981.top/wallet/update,-1
https://amazon.in/search,1
http://auth.billing-412.ml/auth,-1
https://my-linkedin.com/order,1
http://secure.account-958.online/auth,-1
http://secure.update-149.tk/update/credential,-1
https://xn--facebok-80a.org/login-session,-1
http://auth.bank-913.ga/auth,-1
https://login.microsoft.account-809.gq/auth,-1
http://login.microsoft.signin-242.tk/auth,-1
http://login.microsoft.secure-879.ml/verify/bank,-1
https://my-netflix.com/order,1
https://verify.account.wallet-117.cf/auth,-1
https://auth.secure-678.ml/auth,-1
http://auth.update-764.tk/login/verify,-1
http://verify.account.verify-809.tk/update/verify,-1
https://my-google.com/profile,1
http://secure.signin-470.pw/secure/account,-1
https://verify.account.verify-361.online/auth,-1
https://amazon.in/docs,1
https://my-microsoft.com/main,1
https://xn--gogle-p9a.site/login-session,-1
https://verify.account.secure-739.gq/wallet/signin,-1
http://auth.bank-650.xyz/credential/wallet,-1
https://google.com/shop,1
http://verify.account.account-244.ga/bank/credential,-1
https://github.io/search,1
https://microsoft.com/docs,1
http://secure.bank-223.online/login/wallet,-1
https://linkedin.com/shop,1
http://secure.account-679.info/wallet/signin,-1
https://secure.verify-523.site/signin/wallet,-1
https://apple.com/profile,1
https://my-linkedin.com/shop,1
https://linkedin.com/search,1
https://microsoft.com/profile,1
http://secure.signin-587.site/secure/login,-1
https://xn--facebok-80a.com/login-session,-1
http://amazon.in/docs,1
http://my-amazon.in/watch,1
https://auth.wallet-188.shop/auth,-1
https://google.com/order,1
http://verify.account.bank-655.info/auth,-1
https://netflix.com/profile,1
https://xn--gogle-p9a.site/login-session,-1
https://google.com/watch,1
http://verify.account.secure-866.xyz/account/wallet,-1
https://xn--gogle-p9a.site/login-session,-1
https://verify.account.secure-214.pw/signin/credential,-1
http://verify.account.update-593.gq/wallet/login,-1
https://secure.credential-969.info/auth,-1
https://secure.verify-279.pw/billing/login,-1
https://secure.account-516.online/signin/bank,-1
https://github.io/watch,1
https://google.com/main,1
https://amazon.in/watch,1
http://github.io/docs,1
https://linkedin.com/order,1
http://verify.account.bank-165.gq/auth,-1
https://google.com/watch,1
https://amazon.in/shop,1
http://login.microsoft.credential-229.top/bank/credential,-1
https://xn--gogle-p9a.net/login-session,-1
http://login.microsoft.credential-237.ga/auth,-1
https://auth.account-365.tk/account/bank,-1
http://login.microsoft.verify-224.gq/auth,-1
https://verify.account.update-577.xyz/auth,-1
https://microsoft.com/shop,1
https://xn--microsft-q6a.com/login-session,-1
http://login.microsoft.secure-151.tk/auth,-1
http://auth.secure-678.ml/auth,-1
https://verify.account.update-242.gq/bank/account,-1
https://secure.login-719.tk/wallet/update,-1
http://my-netflix.com/main,1
